object_id,env_id,env_type,env_active,region,data_category,size_mb,object_age_days,access_count_30d,last_access_days_ago,restore_events_90d,retention_policy,retention_days,retention_expiry_days_left,legal_hold,current_storage_class,recommended_storage_class,current_monthly_cost_usd,recommended_monthly_cost_usd,high_impact_action
1eeb7c6c-cf0c-4bd7-9ec5-9779ac080d84,env-0316,dev,True,ap-southeast-1,test_report,6.23,27,3,3,0,none,0,-1,False,HOT,HOT,0.00014,0.00014,False
c41ba2fe-1787-44b4-a436-54a20f32bea3,env-0109,dev,False,us-east-1,container_image,17.9,20,5,12,0,none,0,-1,False,HOT,HOT,0.000402,0.000402,False
a548702a-1950-462a-8e30-c8ac2ef20307,env-0241,dev,True,ap-south-1,source_artifact,52.9,33,2,27,0,30d,30,-3,False,COLD,DELETE_ELIGIBLE,0.000207,0.000207,True
e20bcd18-8ace-407e-8216-6d287442d197,env-0213,dev,False,ap-southeast-1,db_snapshot,14.03,87,0,87,0,7y_compliance,2555,2468,False,HOT,COLD,0.000315,5.5e-05,True
ed6f7672-5cdc-4d19-aaa9-e193a9d1b80f,env-0219,qa,False,us-east-1,config_backup,43.13,230,0,110,0,180d,180,-50,False,COOL,DELETE_ELIGIBLE,0.000526,0.000526,True
8debdd0a-c4ee-4313-a5e7-03584809aabf,env-0120,dev,True,ap-south-1,temp_cache,25.62,82,0,82,0,30d,30,-52,False,HOT,DELETE_ELIGIBLE,0.000575,0.000575,True
c7008d45-a6a8-42d2-a173-1efbe9b2bc4e,env-0221,qa,False,us-east-1,ml_model_checkpoint,15.74,185,0,76,0,90d,90,-95,False,COOL,DELETE_ELIGIBLE,0.000192,0.000192,True
819b940d-42ec-46de-b125-532a1421c289,env-0390,dev,False,ap-south-1,config_backup,21.05,287,0,250,0,180d,180,-107,False,COOL,DELETE_ELIGIBLE,0.000257,0.000257,True
fca46a34-7fcc-42fc-add5-b220c02d1f9f,env-0107,demo,False,ap-south-1,config_backup,10.04,182,0,182,0,180d,180,-2,False,COOL,DELETE_ELIGIBLE,0.000123,0.000123,True
577b7b9f-a1d1-48f5-9caa-228f61a96159,env-0187,demo,False,us-east-1,build_log,29.42,87,0,87,0,30d,30,-57,False,HOT,DELETE_ELIGIBLE,0.000661,0.000661,True
74f15670-66c0-4d02-aad5-a7099bc8b00a,env-0035,sandbox,False,eu-west-1,temp_cache,12.73,94,0,94,0,none,0,-1,False,HOT,COLD,0.000286,5e-05,False
6e8d18e3-3ad8-438f-9744-60fb6e460a62,env-0084,staging,False,ap-southeast-1,ml_model_checkpoint,31.14,151,0,151,0,180d,180,29,False,HOT,COLD,0.000699,0.000122,False
2bba39ab-a397-4165-86f4-8224e7719e93,env-0027,staging,True,us-east-1,build_log,33.45,29,3,11,0,90d,90,61,False,HOT,COOL,0.000751,0.000408,False
4465febf-e7a7-40b2-9503-09232d1618a5,env-0191,staging,False,us-east-1,db_snapshot,47.9,188,0,125,0,180d,180,-8,False,COLD,DELETE_ELIGIBLE,0.000187,0.000187,True
fec1d976-712a-42e4-bb2a-37e8d1072922,env-0120,ci-build,False,ap-south-1,ml_model_checkpoint,5.41,73,0,73,0,180d,180,107,False,COOL,COLD,6.6e-05,2.1e-05,False
6b2dddb4-1c5e-4ebb-937b-e107311006b6,env-0161,dev,False,ap-south-1,db_snapshot,8.92,131,0,123,0,180d,180,49,False,COLD,COLD,3.5e-05,3.5e-05,False
7e62805d-0069-4860-b648-68c7323bb584,env-0017,ci-build,True,us-east-1,build_log,21.84,23,4,3,0,90d,90,67,False,HOT,HOT,0.000491,0.000491,False
7580619f-1b16-4c28-af8f-98124f6c7b43,env-0287,dev,True,us-east-1,build_log,10.12,11,10,4,0,none,0,-1,False,HOT,HOT,0.000227,0.000227,False
41576cca-9d72-4f5e-ad20-0cd37b042966,env-0062,dev,False,ap-southeast-1,ml_model_checkpoint,13.11,308,0,255,1,365d,365,57,False,HOT,COLD,0.000294,5.1e-05,False
4ba63705-9f03-497b-944b-d3bf44c81961,env-0331,dev,False,eu-west-1,ml_model_checkpoint,296.34,335,0,48,0,90d,90,-245,False,COOL,DELETE_ELIGIBLE,0.003617,0.003617,True
2e6b7d37-94b3-4f37-ad1f-63888b752133,env-0301,demo,True,us-east-1,source_artifact,20.94,13,11,8,0,90d,90,77,False,HOT,HOT,0.00047,0.00047,False
a0f4a045-b7c0-404a-9c23-cb1cda44ece0,env-0115,sandbox,False,us-east-1,ml_model_checkpoint,57.09,132,1,29,0,180d,180,48,False,HOT,COOL,0.001282,0.000697,False
735aa792-3da7-415f-a310-0d8faf6e18a4,env-0290,staging,False,ap-south-1,ml_model_checkpoint,42.98,98,0,98,0,180d,180,82,False,HOT,COLD,0.000965,0.000168,False
e4b53f25-2b09-4764-9c3f-876ff6308226,env-0354,dev,True,ap-south-1,test_report,5.9,3,8,3,0,none,0,-1,False,HOT,HOT,0.000133,0.000133,False
cbac4862-6576-44dc-b041-f44f7177fca8,env-0384,sandbox,True,ap-southeast-1,db_snapshot,19.97,27,4,27,0,7y_compliance,2555,2528,False,ARCHIVE,COOL,1.9e-05,0.000244,True
73c117d8-bf48-4aed-94f5-f549f6a30f0d,env-0338,dev,False,ap-southeast-1,config_backup,8.05,238,0,231,1,7y_compliance,2555,2317,False,COOL,COLD,9.8e-05,3.1e-05,True
56177801-a161-4072-af79-ab473d2f5c27,env-0398,sandbox,True,ap-south-1,config_backup,24.04,59,0,59,0,365d,365,306,False,COLD,COLD,9.4e-05,9.4e-05,False
8b22b541-d5dd-4130-9973-46c8b007575c,env-0116,dev,False,us-east-1,config_backup,113.77,76,0,32,0,180d,180,104,False,HOT,COLD,0.002555,0.000444,False
6c01f53b-4211-4849-8a8a-a639f923f5d9,env-0378,staging,True,us-east-1,build_log,26.91,16,7,16,0,30d,30,14,False,COOL,HOT,0.000328,0.000604,False
b27ccd83-2215-4578-9a53-bc046a2e7aaf,env-0000,demo,False,ap-south-1,ml_model_checkpoint,64.61,369,0,221,0,180d,180,-189,False,HOT,DELETE_ELIGIBLE,0.001451,0.001451,True
e357b437-9ad1-421d-a15a-ea97fa6f4426,env-0129,ci-build,False,ap-southeast-1,config_backup,119.69,324,0,324,0,7y_compliance,2555,2231,False,HOT,ARCHIVE,0.002688,0.000116,True
b9540329-72b2-4c0c-9f28-b5f7c45bbbe0,env-0130,qa,True,us-east-1,build_log,8.17,43,1,2,0,30d,30,-13,False,COLD,DELETE_ELIGIBLE,3.2e-05,3.2e-05,True
cfab23b4-71e5-4826-b2d9-d9a40734eada,env-0107,qa,False,us-east-1,config_backup,94.27,337,0,333,0,365d,365,28,False,HOT,ARCHIVE,0.002117,9.1e-05,False
c7bcba87-a5f7-4c35-8e3f-932533a6babb,env-0164,dev,True,eu-west-1,build_log,12.67,52,0,52,0,none,0,-1,False,COOL,COLD,0.000155,4.9e-05,False
8b78a574-da01-44b7-851f-36ea2e9bb990,env-0071,staging,False,ap-south-1,container_image,3.66,89,0,89,0,none,0,-1,False,COOL,COLD,4.5e-05,1.4e-05,False
07c3c5bd-de82-417b-8777-16d6e0316b36,env-0153,sandbox,False,us-east-1,config_backup,2.03,126,0,39,0,365d,365,239,False,HOT,COLD,4.6e-05,8e-06,False
d4cd06b0-f8db-4458-afb2-0042c83ec743,env-0301,qa,True,ap-south-1,test_report,42.92,58,0,58,0,90d,90,32,False,COLD,COLD,0.000168,0.000168,False
054419a7-af0a-436c-9255-7c1dba0b4c7e,env-0038,staging,True,ap-southeast-1,container_image,211.15,54,0,54,0,none,0,-1,False,HOT,COLD,0.004743,0.000825,False
f0ef6a19-50d0-4b9c-a1f4-758d6a4ddd5e,env-0208,dev,False,eu-west-1,build_log,6.99,14,7,14,0,30d,30,16,False,COLD,HOT,2.7e-05,0.000157,False
d77266c1-3a84-43ef-986f-82261b346a02,env-0041,qa,False,ap-south-1,config_backup,48.16,86,1,29,0,180d,180,94,False,HOT,COOL,0.001082,0.000588,False
2e0f68ff-57bc-4b23-98d3-129ec78765cc,env-0115,staging,False,ap-southeast-1,ml_model_checkpoint,39.83,94,0,94,0,365d,365,271,False,HOT,COLD,0.000895,0.000156,False
bed8107a-9ecf-4c78-bd64-a91911be15dc,env-0175,qa,True,us-east-1,container_image,3.09,2,13,2,0,90d,90,88,False,HOT,HOT,6.9e-05,6.9e-05,False
d3a88254-41e5-4bb9-8bfc-4fd15f2ed310,env-0028,dev,False,us-east-1,container_image,52.19,65,1,4,0,90d,90,25,False,COOL,HOT,0.000637,0.001172,False
4b574c59-7b9f-4974-9a06-8ff9e486f77c,env-0396,ci-build,False,ap-southeast-1,source_artifact,20.66,40,0,40,0,30d,30,-10,False,COLD,DELETE_ELIGIBLE,8.1e-05,8.1e-05,True
1e904f4c-517d-4798-9867-fe67df5f156d,env-0095,staging,False,us-east-1,container_image,19.53,36,2,0,0,90d,90,54,False,ARCHIVE,HOT,1.9e-05,0.000439,False
4846c4e6-5919-4d16-adfb-1aeaab7cff13,env-0030,ci-build,False,ap-southeast-1,ml_model_checkpoint,1.65,82,1,5,0,365d,365,283,False,HOT,HOT,3.7e-05,3.7e-05,False
de96f3b2-b8e2-460a-834a-c0c41b863a91,env-0051,dev,True,ap-southeast-1,container_image,39.59,14,5,14,0,30d,30,16,False,HOT,HOT,0.000889,0.000889,False
db5c8877-0951-4e3d-82a3-fa9366da9797,env-0384,dev,False,us-east-1,db_snapshot,5.53,244,1,4,0,7y_compliance,2555,2311,False,COLD,HOT,2.2e-05,0.000124,True
0b9bd9cc-5859-4730-9b10-f2dbaa3cfd49,env-0353,staging,True,ap-south-1,temp_cache,5.82,42,1,12,0,none,0,-1,False,ARCHIVE,COOL,6e-06,7.1e-05,False
af0ead49-e681-456b-b4ae-549af1ebd920,env-0304,dev,False,us-east-1,config_backup,12.79,430,1,1,0,365d,365,-65,False,HOT,DELETE_ELIGIBLE,0.000287,0.000287,True
425ebca9-6bec-4281-b1c7-890520513cb4,env-0316,dev,False,ap-south-1,build_log,63.53,81,2,28,1,none,0,-1,False,HOT,COOL,0.001427,0.000776,False
ef853467-cf00-4829-bf8f-f97a5d0222f5,env-0386,demo,True,us-east-1,ml_model_checkpoint,16.48,11,8,11,0,90d,90,79,False,HOT,HOT,0.00037,0.00037,False
b3290375-dba3-4986-a95b-b489cf11c85e,env-0265,demo,False,ap-south-1,ml_model_checkpoint,11.13,130,0,117,0,365d,365,235,False,HOT,COLD,0.00025,4.3e-05,False
41b33506-c7e4-40a2-bd25-04078f6b2581,env-0202,qa,False,eu-west-1,config_backup,7.22,318,0,318,0,7y_compliance,2555,2237,False,HOT,ARCHIVE,0.000162,7e-06,True
4d50e75d-040b-4370-98a7-41bf7860193f,env-0169,dev,True,ap-south-1,build_log,60.67,10,10,10,0,none,0,-1,False,HOT,HOT,0.001363,0.001363,False
4b83ed65-7786-4ce3-9f09-210494b66938,env-0287,dev,False,eu-west-1,temp_cache,9.86,92,0,92,0,30d,30,-62,False,COOL,DELETE_ELIGIBLE,0.00012,0.00012,True
9ec075fb-308b-4d3c-a0fb-86d9d11b97ae,env-0077,qa,False,us-east-1,config_backup,8.42,197,0,158,0,7y_compliance,2555,2358,False,HOT,COLD,0.000189,3.3e-05,True
34ee3997-4cdc-47d8-ade0-e570c243ca13,env-0212,sandbox,True,us-east-1,build_log,1.33,71,1,3,0,90d,90,19,False,HOT,HOT,3e-05,3e-05,False
0b339494-bf0f-4110-a1b9-96a37ed80a52,env-0131,ci-build,False,eu-west-1,db_snapshot,57.61,248,0,248,0,180d,180,-68,False,COOL,DELETE_ELIGIBLE,0.000703,0.000703,True
31f670fb-cb91-437e-bf68-b95026c1163e,env-0331,dev,True,us-east-1,temp_cache,47.2,38,2,14,0,none,0,-1,False,HOT,COOL,0.00106,0.000576,False
2e22af4f-c0d0-4cda-ba17-c12a8113a243,env-0363,dev,False,ap-south-1,config_backup,58.83,166,0,130,0,365d,365,199,False,COOL,COLD,0.000718,0.00023,False
40f5f10e-5a02-48d5-816f-0186bce2dcb1,env-0009,demo,False,us-east-1,config_backup,12.07,138,0,138,0,180d,180,42,False,HOT,COLD,0.000271,4.7e-05,False
eae26973-bf51-4c18-b1ce-f2c96102eaaf,env-0180,qa,False,eu-west-1,db_snapshot,49.36,448,0,339,2,7y_compliance,2555,2107,False,HOT,COLD,0.001109,0.000193,True
36e8678a-8fc6-4f5c-8470-c58c6551bda1,env-0299,qa,True,eu-west-1,test_report,38.92,2,9,2,0,90d,90,88,False,COOL,HOT,0.000475,0.000874,False
5e941398-182e-4d1b-84d9-edfac29bd1a0,env-0268,dev,False,ap-south-1,build_log,23.76,25,5,24,0,none,0,-1,False,COLD,HOT,9.3e-05,0.000534,False
9ed7f4b5-47d3-425e-8a35-7e3d8a8923c9,env-0231,ci-build,True,ap-southeast-1,container_image,1.41,29,1,6,0,90d,90,61,False,COOL,HOT,1.7e-05,3.2e-05,False
34238a67-8c46-4670-a1f9-15017340c44e,env-0062,dev,True,ap-south-1,test_report,3.7,18,9,5,0,none,0,-1,False,HOT,HOT,8.3e-05,8.3e-05,False
bc6143ce-6381-48a6-91e9-3fdf87ad8be5,env-0076,ci-build,False,eu-west-1,config_backup,19.09,189,0,189,1,365d,365,176,False,HOT,COLD,0.000429,7.5e-05,False
8767229f-ee05-40f9-9976-e3ddcba7dee6,env-0102,dev,False,ap-southeast-1,source_artifact,25.3,54,2,19,0,180d,180,126,False,COLD,COOL,9.9e-05,0.000309,False
adc47f2e-b306-456c-b2b2-7e0b6c48e282,env-0241,sandbox,True,ap-south-1,build_log,20.29,2,14,2,0,30d,30,28,False,HOT,HOT,0.000456,0.000456,False
d2f628ea-df87-471a-aa4d-29bc0827f6cc,env-0123,qa,False,eu-west-1,db_snapshot,10.94,143,0,143,0,365d,365,222,False,COLD,COLD,4.3e-05,4.3e-05,False
d7c69256-f88e-499a-a48a-8a81b1ff30b0,env-0181,sandbox,False,ap-southeast-1,ml_model_checkpoint,17.76,526,0,369,1,90d,90,-436,False,HOT,DELETE_ELIGIBLE,0.000399,0.000399,True
9a5d28b5-da98-4d89-a9da-444bfe1f1dc0,env-0206,staging,True,eu-west-1,config_backup,15.29,173,0,173,0,365d,365,192,False,HOT,COLD,0.000343,6e-05,False
1a14f9c8-0d92-4a33-9546-5579ea8251b7,env-0367,qa,False,eu-west-1,temp_cache,10.53,15,3,14,0,none,0,-1,False,COLD,COOL,4.1e-05,0.000129,False
e693561a-b208-4c44-9253-3744b7a81531,env-0119,qa,False,us-east-1,build_log,25.65,151,1,23,0,30d,30,-121,False,HOT,DELETE_ELIGIBLE,0.000576,0.000576,True
35e6d3c1-c067-477c-b34f-77d8ec6e4f2a,env-0024,dev,True,ap-south-1,temp_cache,43.34,16,7,16,0,none,0,-1,False,HOT,HOT,0.000973,0.000973,False
dbe335f0-4bf9-4d00-88fa-915cf0060bac,env-0211,qa,False,ap-south-1,config_backup,19.36,163,0,163,0,365d,365,202,False,HOT,COLD,0.000435,7.6e-05,False
e2f4bb36-18b4-4b40-abe4-81a8500e0490,env-0168,dev,False,us-east-1,config_backup,4.16,352,0,86,1,180d,180,-172,False,HOT,DELETE_ELIGIBLE,9.3e-05,9.3e-05,True
d40cc4c7-edb5-47c0-979e-9f9ceaadb01c,env-0180,ci-build,True,ap-south-1,temp_cache,42.72,16,7,8,0,none,0,-1,False,HOT,HOT,0.00096,0.00096,False
8dc39877-4d49-45c3-b753-428c6a5dd484,env-0333,dev,True,ap-southeast-1,temp_cache,4.24,18,8,18,0,90d,90,72,False,ARCHIVE,HOT,4e-06,9.5e-05,False
f7dd0dd0-1c58-483e-9eac-1077aa18e9bd,env-0205,dev,False,us-east-1,container_image,27.9,3,16,3,0,30d,30,27,False,HOT,HOT,0.000627,0.000627,False
f91ec92e-5be2-41e5-a105-98e4f5f189c8,env-0160,dev,True,us-east-1,temp_cache,2.0,19,8,19,0,90d,90,71,False,COOL,HOT,2.4e-05,4.5e-05,False
af032ff8-109a-4741-8968-05e594b5e20c,env-0288,ci-build,False,us-east-1,config_backup,45.09,231,0,105,1,7y_compliance,2555,2324,False,HOT,COLD,0.001013,0.000176,True
8b63eaba-197d-43d5-a94b-fa6a7c6136fe,env-0015,qa,True,ap-south-1,test_report,14.73,31,3,16,0,90d,90,59,False,COLD,COOL,5.8e-05,0.00018,False
0ebc5d56-5aea-4d69-acd4-d701518c698f,env-0393,dev,False,ap-southeast-1,db_snapshot,14.02,105,0,105,0,365d,365,260,False,HOT,COLD,0.000315,5.5e-05,False
d9e65bed-b4d6-4791-84c3-cd8d1ccc169a,env-0207,staging,False,eu-west-1,db_snapshot,28.44,342,0,193,0,7y_compliance,2555,2213,False,HOT,ARCHIVE,0.000639,2.7e-05,True
a7508c72-dec0-4173-b311-49870d063437,env-0323,sandbox,True,ap-south-1,temp_cache,48.22,8,10,8,0,none,0,-1,False,HOT,HOT,0.001083,0.001083,False
f06ed696-8839-4d8b-82b3-d9083daf5b77,env-0130,qa,True,ap-south-1,container_image,38.53,34,1,18,0,none,0,-1,False,HOT,COOL,0.000865,0.00047,False
6ede16f8-d97c-4650-a7d7-2d3ed0de7127,env-0064,dev,False,ap-south-1,container_image,41.41,16,3,16,0,180d,180,164,False,COOL,COOL,0.000505,0.000505,False
df1e4faf-c598-4c90-8f1e-e1ee1191a0cc,env-0315,ci-build,False,ap-south-1,source_artifact,3.46,66,0,66,0,90d,90,24,False,HOT,COLD,7.8e-05,1.4e-05,False
7b6109bb-0d5e-408c-8918-1528fa8144bc,env-0371,sandbox,False,ap-south-1,ml_model_checkpoint,12.38,243,1,11,0,365d,365,122,False,HOT,COOL,0.000278,0.000151,False
